,name1
978,Lenovo ThinkBook 16 Ryzen 7 5800H 16 512SSD 6 3060 WQXGA ا لپ تاپ لنوو ThinkBook 16
979,لپ تاپ ایسوس VivoBook S 15 OLED K3502ZA-Z
980,لپ تاپ گیمینگ ایسوس ROG Zephyrus Duo 16 GX650PY-ZB (2023)
981,لپ تاپ  لنوو  Ideapad 3  | 16GB RAM | 1TB HDD | 256GB SSD | i5 | 4GB VGA ا Lenovo Ideapad 3
982,لپ تاپ لنوو Legion 5 | 16GB RAM | 512GB SSD | i7 | 4GB VGA ا Laptop Lenovo Legion 5
983,لپ تاپ لنوو مدل Lenovo Legion 5 Pro ا LENOVO LEGION5 PRO R7-6800H RAM16GB SSD1TB RTX3070Ti 16INCH LAPTOP
984,"لپ تاپ ایسوس TUF Gaming F17 FX707ZC گرافیک 4 گیگابایت ا ASUS FX707ZC I7(12700H) 16GB 1TB SSD 4GB(3050) 17.3""FHD Laptop"
985,لپ تاپ 16 اینچ اپل MacBook Pro 16-inch CTO Core i7 32GB RAM 512GB SSD 4GB GPU دارای تاچ بار ا MacBook Pro 16-inch CTO Core i7 32GB RAM 512GB SSD 4GB GPU with Touch Bar and Retina Display Laptop
986,لپ تاپ گیمینگ ایسوس راگ ASUS ROG Zephyrus Duo 16 (2023) R9-7945HX 32GB 1TB RTX4080 Mini LED 240HZ
987,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HE پردازنده Core i5 11400H رم 16GB حافظه 1TB SSD گرافیک 4GB RTX3050TI ا TUF Gaming FX506HE Core i5 11400H 16GB 1TB SSD 4GB RTX3050TI Full HD Laptop
988,لپ تاپ ایسوس 15.6 اینچی مدل X515EA پردازنده Core i3 1115G4 رم 8GB حافظه 1TB 128GB SSD گرافیک Intel فول اچ دی ا X515EA Core i3 1115G4 8GB 1TB 128GB SSD Intel Full HD Laptop
989,(Laptop Lenovo ideapad L3 core i7(10510U)20GB 1TB+256SSD 2GB (MX130 ا لپ تاپ لنوو(ideapad L3 core i7(10510U)20GB 1TB+256SSD 2GB (MX130
990,لپ تاپ 15 اینچی ایسر مدل Aspire 7 A715-51G-754E ا Aspire 7 A715-51G-754E i7 1260P 16G 512SSD 4G 3050 FHD Laptop
991,لپ تاپ ایسوس FX516PE | 24GB RAM | 512GB SSD | i7 | 4GB VGA ا Asus TUF F15 FX516PE
992,لپ تاپ اچ پی Victus 16-D1004NW-AA ا HP i7 12700H-32GB-512SSD-6GB 3060-FHD Laptop
993,لپ تاپ لنوو 15 8GB RAM | 1TB HDD | i5 | 2GB VGA| ThinkBook ا Lenovo ThinkBook 15
994,لپ تاپ گیمینگ ایسوس مدل ASUS ROG Flow X16 (2023) i9-13900H RTX4060 MiniLED
995,لپ تاپ گیمینگ ایسوس FX507ZM-HN042 ا ASUS TUF Gaming F15 (2022) FX507ZM-HN042 Ci7 (12700H) 16GB 1TB SSD 6GB (RTX3060) FHD Laptop
996,Asus Zephyros G14 | R9-5900HS | 16 | 1TB | 6GB RTX 3060 | 14 Inch
997,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB MX330 ا VivoBook R565JP Core i7 1065G7 8GB 1TB 256GB SSD 2GB MX330 Full HD Laptop
998,لپ تاپ ایسوز مدل ایکس 553 با پردازنده سلرون ا X553MA-Celeron-4GB-500GB-Intel
999,"لپ تاپ گیمینگ اچ پی مدل HP OMEN 17"" 2023 i9-13900HX RTX4080 240HZ"
1000,لپ تاپ 14 اینچی ایسوس ASUS Zenbook 14 UM431DA AMD Ryzen 5 – 3500U 8/512GB SSD 14 inches FHD AMD Radeon Vega 8 System Shared
1001,لپ تاپ ایسوس  FX516PE | 16GB RAM | 512GB SSD | i7 | 4GB VGA ا Asus TUF F15 FX516PE
1002,لپ‌تاپ Dell precision 3520 i7 6820HQ
1003,لپ تاپ گیمینگ Dell G3
1004,لپ تاپ گیمینگ ایسوس ROG Zephyrus Duo 16 GX650PY-ZD (2023)
1005,لپ تاپ 15.6 اینچی ایسوس مدل X515JP-SSD007W گارانتی شرکتی 18 ماه
1006,"لپ تاپ ""15.6 لنوو مدل Lenovo IdeaPad 330 / پردازنده 8th Gen Intel Quad-Core i7-8550U / رم 20GB DDR4/ هارد 1TB HDD + 256GB SSD/ کارت گرافیکIntel UHD Graphics 620 ا Lenovo 2022 IdeaPad 3i 17 17.3"" HD+ Laptop, Intel Core i3-1115G4 (Beat i5-10210U), 8GB DDR4 RAM, 256GB PCIe SSD, WiFi 6, Bluetooth 5.0, USB Type-C, Arctic Gray, Windows 11, broag 64GB Flash Drive"
1007,لپ تاپ گیمینگ ایسر مدل Acer Predator Helios 18 (2023) i9-13900HX RTX4080 16GB 512B 2.5K 240HZ
1008,لپ تاپ Dell مدل Precision 7520
1009,لپ تاپ لنوو  V15 | 12GB RAM | 1TB HDD | 256GB SSD | i5 | 2GB VGA ا Laptop Lenovo V15
1010,لپ تاپ ایسر NITRO 5 AN517 I5(12500H) 16 512 4(3050)
1011,ایسوس X515jp i7 8 512ssd nvidia 15.6
1012,لپ تاپ 15.6 اینچی ام اس آی Modern 15 - B12M
1013,مک بوک ایر ۱۵.۳ اینچی اپل با چیپ M2 مدل MQKW3 - رنگ میدنایت
1014,لپ تاپ گیمینگ ایسوس ROG Strix G16 G614JV-CB (2023)
1015,لپ تاپ ۱۵ اینچی لنوو مدل Lenovo IdeaPad Gaming 3 Ryzen5 5600H 16GB 512GB 6GB 3060
1016,لپتاپ HP 15-FC0001NIA R5(7520U) 8D5 512SSD 2G
1017,اچ پی 250G7 n4020 16 1tra intel 15.6
1018,لپ تاپ  ایسوس  FX706HM-B | 16GB RAM | 1TB SSD | i9 | 6GB VGA ا ASUS  TUF  GAMING  F17  FX706HM
1019,لپ تاپ گیمینگ ایسوس TUF Gaming F15 FX506HF-ZC
1020,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 4 پردازنده Ryzen 7 4980U رم 8GB حافظه 256GB SSD گرافیک AMD Radeon ا Surface Laptop 4 15inch Ryzen 7 4980U 8GB 256GB SSD AMD Radeon Touch Laptop
1021,لپ‌تاپ 13 اینچی مایکروسافت Surface Laptop 3 Core i7-16-256 ا N.B Microsoft Surface Book 3 i7-1065G7/16/256 /w10pro/13in
1022,لپ تاپ اچ پی HP VICTUS 15 FA-1032NE I7(13700H) 32 1 6(3050)
1023,Surface Laptop Studio Core i5 / RAM 16GB 256GB SSD
1024,لپ تاپ Lenovo yoga 720
1025,لپ تاپ ایسوس 15.6 اینچی مدل X515EA پردازنده Core i3 1115G4 رم 8GB حافظه 1TB 256GB SSD گرافیک Intel فول اچ دی ا X515EA Core i3 1115G4 8GB 1TB 256GB SSD Intel Full HD Laptop
1026,سرفیس HP elite X2 1013G3
1027,لپ تاپ لنوو IdeaPad 3 | 12GB RAM | 512GB SSD | I5 1235U ا Lenovo ideapad 3
1028,لپ تاپ 15.6 اینچی ایسوس مدل Zenbook Flip 15 Q508
1029,لپ تاپ لنوو IdeaPad 3 گرافیک (UP TO 4GB) VEGA3 ا Lenovo IdeaPad 3 R3 3250U-12GB-1TB+256SSD-Vega 3-FHD Laptop
1030,لپ تاپ 15.6 اینچی ایسوس مدل i7 16 1T 2G
1031,لپ تاپ اچ پی 15 اینچ Hp 15T-DW300
1032,"لپ تاپ گیمینگ اچ پی مدل HP Victus 16.1"" 2023 i7-13700HX RTX4070 240HZ"
1033,لپ تاپ لنوو V15 | 12G RAM | 1TB HDD | 256GB SSD | i3 | 2GB VGA ا V15 Core i3 1115G4 12GB 1TB 256GB SSD 2GB MX350 Full HD Laptop
1034,لپ تاپ لنوو 15 اینچ Lenovo IdeaPad 5 : Core i5-1235G7 / 16GB RAM / 1TB SSD / 2G MX550
1035,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming F15 FX506LH i5 8 512GB 1650 4GB ا ASUS FX506LHB-HN8G5W i5 10300H-8GB-512GB SSD-1650-FHD 15.6 LapTop
1036,لپ تاپ لنوو V15 i3 10110U /4GB/256GB SSD/Intel ا Lenovo V15 i3-10110U /4GB/256GB SSD/Intel 15.6Inch FHD Laptop
1037,لپ تاپ لنوو Legion 5 Pro | 16GB RAM | 512GB SSD | Ryzen 7 | 8GB VGA ا Laptop Lenovo Legion 5 Pro
1038,لنوو ThinkBook G2 i3 20 256ssd nvidia 15.6
1039,لپ تاپ 11.6 اینچی لنوو مدل Lenovo IdeaPad 1 - LKB ا Lenovo ATHLON ۳۰۵۰e - 4GB - 512SSD - AMD
1040,لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 3 15ITL6 Core i3 20GB 1TB HDD 256GB SSD ا IdeaPad 3 15ITL6 Core i3 20GB 1TB HDD 256GB SSD
1041,لپ تاپ ایسوس ASUS ROG Strix G16 G614JV-CC I7 13650HX/32GB/2TB SSD/RTX 4060 8GB
1042,لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 3 15IAU7 Core i5 1235U 24GB 512GB SSD ا Lenovo IdeaPad 3 15IAU7 Core i5 1235U 24GB 512GB SSD Laptop
1043,لپ تاپ Dell E6440-8GB-500GB
1044,لپ تاپ گیمینگ ایسوس مدل ASUS ROG Strix 18 2023 i9-13980HX RTX4070 16GB 1TB 240HZ
1045,لپ ‌تاپ اچ پی زدبوک ۱۵ اینچی HP ZBOOK STUDIO G7
1046,لپ تاپ ۱۲ اینچ ریزر بلید Stealth ا Razer Blade Stealth | 12 inch | Core i7 | 16GB | 512GB
1047,لپ تاپ DELL Vostro 14
1048,"لپ تاپ DELL Latitude 7390 i7-8650U,8GB RAM,256GB SSD,13.3″ FHD Touch"
1049,لپ تاپ ایسوس مدل ASUS FX517ZC-XB|i7 12650H-32GB-1TB SSD-4GB RTX 3050-Full HD 144Hz PACK
1050,لپ تاپ ایسوس VivoBook R565EP | 12GB RAM | 512GB SSD | i5 | 2GB VGA ا Asus VivoBook R565EP
1051,LAPTOP DELL ALIENWARE 15 2022
1052,لپ تاپ لنوو نسل 11 مدل V15 I5 1135G7 RAM 8G 512G SSD 2G 15.6 ا Lenovo V15 I5 1135G7 RAM 8G 512G SSD 2G MX350 FHD 15.6
1053,لپ تاپ ایسر 15.6 اینچی مدل Nitro 5 AN515 پردازنده Core i7 11800H رم 16GB حافظه 1TB SSD گرافیک 4GB 3050TI ا Nitro 5 AN515 Core i7 11800H 16GB 1TB SSD 4GB 3050TI Full HD Laptop
1054,لپ تاپ مایکروسافت  8GB RAM | 512GB SSD | i5 | Surface 4 ا Laptop Surface 4
1055,لپ تاپ ایسر PH315 | 16GB RAM | 1TB SSD | i7 12700H | VGA 3060 6GB ا Acer Predator Helios 300 PH315
1056,لپ تاپ Asus VivoBook Pro M6500QH-B
1057,لپ تاپ لنوو Legion 7 | 32GB RAM | 1TB SSD | i7 11800H | VGA 3080 16GB ا Lenovo Legion 7
1058,لپ تاپ اچ پی مدل Spectre x360 ا HP Spectre x360 i7 1065G7 16GB 512GB 4GB FHD Laptop
1059,لپ تاپ اچ پی Eite 1012 G2 8GB Ram
1060,LAPTOP MICROSOFT SURFACE PRO 4
1061,لپ تاپ hp مدل G3-650
1062,سرفیس لپ تاپ سه
1063,لپ تاپ Surface pro 5 با پردازنده Core i7
1064,لپ تاپ گیمینگ دل مدل DELL G15 2023 i7-13700HX RTX4060 16GB 512GB 165HZ
1065,مک بوک پرو 13 اینچ Core 2 اپل مدل A1181 سال 2009
1066,لپ تاپ Lenovo مدل IdeaPad 3 Chrome 14M836MT8183-4GB-64GB
1067,لپ تاپ لنوو V15 | 8GB RAM | 1TB HDD | 128GB SSD | i5 | 2GB VGA ا Laptop Lenovo V15
1068,لپ تاپ لنوو IDEAPAD GAMING 3 گرافیک 4 گیگابایت ا LENOVO GAMING 3 i7 11370H 32GB 512GB SSD 4GB RTX3050 15.6 INCH FHD LAPTOP
1069,سرفیس بوک 3Surface Book 3 / 15inchCore i7 / RAM 32GB / 512GB SSD / RTX 3000
1070,لپتاپ HP Zbook Studio 15 G3
1071,مک بوک پرو 16 اینچ M1 Pro ظرفیت 512/32 گیگابایت مدل 2021
1072,لپ تاپ Lenovo ThinkPad T15g-ارسال 10 الی 15 روز کاری
1073,ASUS TUF Gaming A17 FA707RC Ryzen 7 (6800H) - 16GB - 512GB SSD - 4GB (RTX3050) Laptop
1074,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX517ZC پردازنده Core i5 12450H رم 32GB حافظه 1TB SSD گرافیک 4GB RTX3050 ا TUF Gaming FX517ZC Core i5 12450H 32GB 1TB SSD 4GB RTX3050 Full HD Laptop
1075,لپ تاپ ایسوس مدل VivoBook R565EP Core i5(1135G7)-12GB-1TB+512GB SSD-2GB(MX330)-Full HD
1076,لپ تاپ ایسوس 15.6 اینچی مدل Asus Gaming TUF Dash FX517Z i7/16/512/8
1077,لپ تاپ ایسوس مدل ASUS G513QY-ZA|R9 5980HX-16GB-1TB SSD-12GB RX 6800M-WQHD 165Hz
1078,لپ تاپ گیمینگ ام اس آی مدل پالس MSI Gaming Laptop GL76 12UGK Pulse - i7 12700H - 16G DDR4 - 1TB SSD - 8G RTX3070
1079,HP Omen 15 | i7-10870H | RTX 3060
1080,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FA506IC پردازنده Ryzen 5 رم 16GB حافظه 512GB SSD گرافیک 4GB ا TUF Gaming FA506IC Ryzen 5 4600H 16GB 512GB SSD 4GB 3050 Full HD Laptop
1081,لپ تاپ ایسوس Asus Vivobook PRO 16X N7600PC – KV098 پردازنده Corei5 11300H رم 8GB حافظه 1TB SSD گرافیک 4GB RTX3050 – کیف و موس – “2.5K – 16 – نقره ای ا Asus Vivobook PRO 16X N7600PC - KV098 i5 : 11300H - 8GB - 1TB SSD - 4GB RTX3050
1082,LAPTOP LENOBO IDEAPAD 100
1083,لپتاپ HP Elite 1012 X2 G3 Ram 16GB
1084,لپ تاپ ایسوس VivoBook R465EA-AB ا Asus i3 1115G4-8GB-512SSD-Int-FHD Laptop
1085,لپ تاپ لنوو  IdeaPad 3 | 8GB RAM | 1TB HDD | 256GB SSD | i3 | 2GB VGA ا Laptop Lenovo IdeaPad 3
1086,لپ تاپ 15.6 اینچ ایسر مدل Aspire 3 A315-58-34X1 ا acer Aspire 3 A315-58-34X1 i3 4G 256G NOS
1087,لپ تاپ لنوو 15.6 اینچی مدل Ideapad Gaming 3 پردازنده Core i5 10300H رم 16GB حافظه 1TB 512GB SSD گرافیک 4GB 1650TI ا IdeaPad Gaming 3 Core i5 10300H 16GB 1TB 512GB SSD 4GB GTX 1650TI Full HD Laptop
1088,لپ تاپ ایسوس F15 FX516PM-BG | 24GB RAM | 1TB HDD | I7 | 6GB VGA ا Asus TUF Dash F15 FX516PM BG
1089,لپ تاپ گیمینگ اچ پی مدل HP Victus FB0222NW
1090,مایکروسافت سرفیس لپ تاپ i5/8GB/256GB ا i58GB256GB
1091,لپ تاپ 15 اینچی ا Toshiba A505
1092,لپ تاپ اچ پی OMEN 17t CK000 | 32GB RAM | 1TB SSD | i7 | 6GB VGA ا HP OMEN 17t CK000
1093,HP Omen 16 | i7-11800H | RTX 3070
1094,لپ تاپ مک بوک پرو 2019
1095,لپ تاپ لنوو مدل ThinkPad T450 - i5
1096,لپ تاپ ایسوس ASUS K513EP i7-1165G7 RAM8GB SSD512GB 2 OLED
1097,لپ تاپ سرفیس surface book 2 | 16GB RAM | 256GB SSD | i7 | 6GB VGA ا Laptop surface book 2
1098,لپ تاپ لنوو ThinkBook 15 گرافیک 2 گیگابایت ا Lenovo ThinkBook 15 i3 1115G4-8GB-512SSD-2GB 450-FHD Laptop
1099,لپتاپ Dell XPS 17 9700 Performance Ultrabook-ارسال 10 الی 15 روز کاری
1100,لپ تاپ ایسوس مدل ASUS GZ301ZE-Z|i9 12900H-16GB-1TB SSD-4GB RTX 3050 Ti / 16GB RTX 3080-WQUXGA 60Hz PACK
1101,لپ تاپ 13.5 اینچی مایکروسافت مدل Surface Laptop 5 پردازنده Core i5-1235U رم 16GB حافظه 512GB SSD گرافیک Intel ا Surface Laptop 5 13.5inch Core i5-1235U 16GB 512GB SSD Intel Touch Laptop
1102,لپ تاپ ایسوس 15.6 اینچی مدل X515JA پردازنده Core i3 1005G1 رم 4GB حافظه 1TB گرافیک Intel ا X515JA Core i3 1005G1 4GB 1TB Intel HD Laptop
1103,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA1093DX پردازنده Core i5-13420H رم 32GB حافظه 1TB SSD گرافیک 6GB ا HP Victus 15-FA1093DX Core i5-13420H 32GB 1TB SSD 6GB 3050 FHD Laptop
1104,لپ تاپ لمسی 13 اینچی لنوو مدل Lenovo ThinkPad X1 Fold-A ا Lenovo Core i5 L16G7 - 8GB - 512SSD - Intel UHD Graphics
1105,ASUS ExpertBook B1400C i7 1165G7 16GB 512GB 2GB 350
1106,لپ تاپ لنوو  IdeaPad Gaming 3 | 16GB RAM | 1TB HDD | 256GB SSD | Ryzen 7 | 4GB VGA ا Lenovo IdeaPad Gaming 3
1107,لپ تاپ گیمینگ الین ویر مدل Alienware M15 R7 i7-11800H RTX3070 16G 256TB 165Hz
1108,لپ تاپ دل 16 اینچی مدل GAMING G16 7620-A پردازنده Core i9 12900H رم 32GB حافظه 1TB SSD گرافیک 8GB 3070Ti ا GAMING G16 7620-A Core i9 12900H 32GB 1TB SSD 8GB RTX 3070Ti QHD+ Laptop
1109,لپ تاپ 12.4 اینچی مایکروسافت مدل Surface Laptop Go - B
1110,Microsoft Surface Laptop 3 [VGZ-00034] Laptop صفحه لمسی، AMD Ryzen R5-3580U، 15 اینچ، 256 گیگابایت، 8 گیگابایت رم، گرافیک AMD Radeon™ Vega 9، Win10، Eng-Ara KB، رنگ مشکی [نسخه خاورمیانه]
1111,لپ تاپ ایسوس مدل ASUS R565EP-JF|i7 1165G7-8GB-512GB SSD-2GB MX330-Full HD 60Hz
1112,لپ تاپ 15 اینچی لنوو مدل Lenovo IdeaPad Gaming 3 - ZC ا Lenovo i7 12650H - 32GB - 1SSD - 6GB RTX 3060 - 120Hz - FULL HD
1113,لپ تاپ لنوو 15 اینچی مدل V15 G2 ALC پردازنده Ryzen5-5500U رم 8GB حافظه 1TB+512GB SSD گرافیک 2GB Vega7 ا Lenovo V15 G2 ALC Ryzen5-5500U/8GB/1TB+512GB SSD/2GB Vega7 Full HD
1114,لپ تاپ لنوو IdeaPad 3-VAA ا Lenovo R7 5700U-8GB-1TB-Vega8-FHD Laptop
1115,لپ تاپ ایسوس VivoBook Pro 16X N7600PC | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا Asus VivoBook  Pro  16X  N7600PC  AA
1116,لپ ‌تاپ ورک ‌استیشن اچ پی زدبوک HP ZBook 15 G6
1117,لپ تاپ ایسوس  FX506LH | 32GB RAM | 1TB SSD | i5 | 4GB VGA ا ASUS   TUF GAMING F15 FX506LH
1118,لپ تاپ 15.6 اینچی ایسر مدل A315-58-39P3-AA Core I3 1115G4 8-1TB+128GB
1119,لپ تاپ گیمینگ ایسوس تاف ASUS TUF 15 2023 i7-12700H RTX4070 16G 512TB 165H
1120,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FA507RR پردازنده Ryzen 7 6800H رم 16GB حافظه 1TB SSD گرافیک 8GB 3070 ا TUF Gaming FA507RR Ryzen 7 6800H 16GB 1TB SSD 8GB RTX 3070 FHD Laptop
1121,لپ تاپ لمسی کاملا تمیز ا Sony SVF14A15CXB Touch
1122,لپ تاپ لنوو LENOVO Legion 5 I7 11800H 3050TI 4G
1123,لپ تاپ استوک Lenovo Thinkpad L440
1124,لپ تاپ ایسوس | TP470EA | 4GB RAM | 256GB SSD | I3 1115G4 ا ASUS VIVOBOOK TP470EA
1125,لپ تاپ گیمینگ ام اس آی مدل MSI Stealth 14Studio i7-13700H RTX™ 4060 16GB 1TB 240HZ
1126,لپ تاپ 15 اينچي دل مدل Vostro 3515-E
1127,لپ تاپ HP EliteBook 850 G3
1128,Dell ALIENWARE M15 R5
1129,لپ تاپ لنوو مقاوم و سری سفارشی lenovo thinkpad t440
1130,لپ تاپ Hp pavilion 14m ba015dx
1131,لپ تاپ مایکروسافت مدل Microsoft Surface book 1 - i7 16G 512GSSD 2G
1132,لپ تاپ لنوو IdeaPad 5 | 8GB RAM | 1TB HDD | 512GB SSD | i5 | 2GB VGA ا Lenovo IdeaPad 3
1133,لپ تاپ اچ پی مدل Victus 15-FA0031DX-AC i5 12450H ظرفیت512 گیگابایت و رم 32 گیگابایت 15.6 اینچ ا HP Victus 15-FA0031DX-AC i5 12450H-32GB-512SSD-4GB 1650-FHD Laptop
1134,لپ تاپ ایسوس R565
1135,لپ تاپ ایسر  8GB RAM | 1TB | i3 | A315 ا Acer Aspire3 A315-56-356N
1136,لپ اپ اچ پی ELITE BOOK 1030 13 | 1030 13
1137,لپ تاپ Legion 5-QK لنوو | 15.6 اینچی
1138,"لپ تاپ Lenovo ThinkPad E14 i5-10210U,8GB RAM,256GB SSD,14.1″ FHD"
1139,"لپ تاپ گیمینگ اچ پی مدل HP OMEN 17"" 2023 i7-13700HX RTX4070 165HZ"
1140,لپ تاپ ایسوس نسل 5 مدل ASUS M513U R5 - RAM 8G 512G SSD FHD 15.6
1141,LAPTOP HP 250 G7 2020
1142,لپتاپ گیمینگ HP Victus 15 Ryzen 5 5600 | 4GB 1650
1143,لپ تاپ لنوو Legion 5 Pro | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا Laptop Lenovo Legion 5 Pro
1144,لپ تاپ ایسوس ASUS ROG Strix G16 G614JV-C I7 13650HX/16GB/512GB SSD/RTX 4060 8GB
1145,لپ تاپ ایسوس Asus VivoBook M513UA پردازنده Ryzen 5 5500u رم 8GB حافظه 512GB SSD گرافیک Radeon up to 2GB – نقره ای – گارانتی 24 ماه سازگار ارقام ا Asus VivoBook M513UA R5: 5500u - 8GB - 512GB SSD - Radeon up to 2GB
1146,لپ تاپ گیمینگ ایسوس ROG Zephyrus M16 GU604VY-CA (2023)
1147,سرفیس لپ تاپ 14.4 اینچی مایکروسافت مدلSurface Laptop Studio -i۷ -۳۲GB-1T
1148,لپ تاپ گیمینگ ایسر مدل Acer Predator neo 16 (2023) i5-3500HX RTX4060 16GB 512GB 240HZ
1149,لپ تاپ 15 اینچی ایسوس ا Asus X502C pink
1150,لپ تاپ HP ZBook 17 G6 ا دسته بندی:
1151,لپ تاپ گیمینگ ریزر مدل Razer Blade 18 2023 i9-13950HX RTX4080 32GB 1TB 2K 240HZ
1152,لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX506HCB-AB Core i5
1153,لپ تاپ 15 اینچی ایکس پی جی مدل XENIA – B پردازنده Core i7 9750H رم 32GB حافظه 1TB SSD گرافیک 6GB ا XPG XENIA – B Core i7 9750H 32GB 1TB SSD 6GB 1660TI Full HD Laptop
1154,لپ تاپ 15.6 اینچی ایسوس مدل K513EQ Core i7 1165G7 24GB 1TB 2GB MX350 OLED ا ASUS K513EQ Core i7 1165G7 24GB 1TB 2GB MX350 OLED 15.6 inch Laptop
1155,لپ تاپ دل 15.6 اینچی مدل Dell Inspiron 3511 i5-1135G7 ا Dell Inspiron 3511 i5(1135G7)-8GB-512GB-2GB(MX350)-FULLHD
1156,لپ تاپ گیمینگ ایسوس ROG Strix G18 G814JU-X (2023)
1157,لپ تاپ ایسوس TUF Gaming FX506HE-D Core i5 11400H - 8GB -512GB SSD Geforce RTX3060 6GB GDDR6 ا TUF Gaming FX506HE-D
1158,ASUS ZenBook 14 Ultra-Slim Laptop 14-ارسال 10 الی 15 روز کاری
1159,لپ تاپ GT77 12UGS ام اس آی Titan ا 17.3 اینچ
1160,سرفیس لپ‌تاپ استودیو | Core i7/32GB/1TB SSD
1161,لپ تاپ 17.3 اینچ ام اس آی مدل GF76 KATANA 12UE
1162,لپ تاپ G614JV ایسوس ROG Strix ا 16 اینچی
1163,لپ تاپ اچ پی سپکتر 13
1164,مک بوک پرو 16 اینچ کاستوم M2 Max پردازنده 12core - 38core حافظه رم 64 گیگابایت هارد 1 ترابایت SSD نقره ای
1165,لپ تاپ 15 اینچی اچ پی HP VICTUS 15-FA1033NIA CI5-13420H/16G/512G/4G RTX2050
1166,لپ تاپ  لنوو Ideapad V130 | 4GB RAM | 1TB HDD | i3 ا Lenovo Ideapad V130
1167,لپ تاپ استوک Dell Latitude 7490
1168,لپ تاپ ۱۶ اینچی اپل مدل MacBook Pro M1-64-2TB (10C-32C) CTO 2021
1169,لپ تاپ گیمینگ ایسوس مدل ASUS ROG Strix G17 2023 R9-7845HX RTX4060 16GB 1TB 240HZ
1170,لپتاپ 13 اینچی هوآوی مدل Matebook 13 Core i7 (2020) WRTB-WFE9L
1171,لپ تاپ hp مدل EliteBook 745 G5
1172,Laptop Lenovo Gaming 3 R5(6600H)/16/1SSD/4 (3050)
1173,لپ تاپ لنوو مدل Lenovo Thinkpad W540 - i7 8G 256SSD 2G
1174,لپ تاپ دل مدل Dell XPS 7590 i7 16G 512SSD 4G
1175,HP OMEN 16 R7 | 16GB | 512SSD | 8GB RX 6600M
